,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4449,7794,15780215,S2197,666,S0,Female,38,5,62397.41,2,1,1,142237.93,0
4450,9320,15741417,S2256,606,S2,Male,36,6,62397.41,3,0,1,93166.44,0
4451,9539,15681220,S561,603,S0,Female,61,3,127513.08,1,1,1,63295.74,0
4452,1843,15665159,S1528,739,S2,Male,39,6,62397.41,2,1,1,92292.01,0
4453,7438,15790412,S438,717,S1,Female,57,6,113467.24,1,0,0,126120.0,1
4454,2745,15664639,S2122,633,S0,Male,42,4,62397.41,2,1,1,118021.17,0
4455,1201,15733444,S2003,572,S0,Female,34,5,62397.41,2,1,0,97079.29,0
4456,8305,15613292,S158,750,S0,Female,44,5,62397.41,3,1,0,58978.8,1
4457,3033,15628583,S1684,745,S0,Male,34,4,107581.95,2,1,0,132066.84,0
4458,6358,15729763,S2194,598,S0,Male,42,2,125468.57,1,0,0,124689.35,0
4459,4883,15744983,S752,625,S0,Female,44,5,120283.58,1,1,1,73522.78,0
4460,3602,15636812,S623,664,S2,Female,44,5,164786.18,1,1,0,133979.32,1
4461,9565,15591344,S1269,544,S0,Male,37,5,62397.41,2,1,0,134242.8,0
4462,6033,15605742,S2420,695,S0,Female,32,3,118975.09,1,1,1,105697.47,0
4463,7508,15812009,S609,674,S0,Male,48,5,62397.41,1,1,1,97417.15,1
4464,759,15628170,S2130,655,S2,Male,30,4,114166.46,1,1,1,101976.07,0
4465,3874,15618816,S814,599,S2,Female,35,4,126145.03,2,1,0,83365.74,1
4466,7844,15748481,S779,697,S0,Male,34,4,62397.41,2,1,0,115038.22,0
4467,8930,15724858,S248,681,S0,Female,32,4,143762.03,1,1,1,61602.94,0
4468,9223,15617078,S2028,545,S1,Female,44,6,124922.59,1,1,0,141981.42,1
4469,6687,15624180,S2347,656,S1,Male,53,5,138254.45,2,0,0,108420.31,0
4470,417,15751628,S1481,585,S1,Female,37,4,93162.61,1,1,1,119225.37,0
4471,1074,15692761,S2277,579,S0,Female,34,3,62397.41,2,1,1,90931.49,0
4472,5351,15770811,S1367,708,S0,Female,38,3,62397.41,1,1,0,115490.07,1
4473,9913,15758510,S2461,610,S1,Female,52,7,146470.44,1,0,0,97214.11,1
4474,2509,15755178,S206,695,S0,Female,71,5,123316.94,1,1,1,89812.01,0
4475,7927,15636395,S1497,726,S0,Male,37,6,62397.41,2,0,1,117066.3,0
4476,7971,15646563,S475,642,S0,Female,34,5,102272.59,1,1,1,68635.25,0
4477,1250,15641114,S50,623,S1,Male,42,3,107495.81,2,1,1,73361.52,0
4478,9412,15686936,S383,733,S0,Male,41,4,62397.41,2,1,1,60931.61,0
4479,8171,15660809,S1414,639,S1,Female,34,3,136499.83,1,0,0,137178.1,0
4480,8763,15747724,S759,572,S1,Female,60,7,120108.13,1,0,1,61104.72,0
4481,5590,15814268,S674,693,S1,Female,47,4,115385.56,2,0,1,95656.52,0
4482,9256,15612350,S2408,640,S0,Female,34,4,62397.41,2,0,0,95222.33,0
4483,2886,15723872,S816,637,S0,Male,43,5,62397.41,2,0,0,134609.27,0
4484,4863,15630195,S1210,566,S1,Male,39,3,129006.93,2,0,1,103157.61,0
4485,95,15780088,S805,731,S0,Male,42,3,145888.27,1,1,0,86069.94,0
4486,5072,15655794,S1407,651,S1,Male,45,3,121549.79,1,1,1,67346.11,1
4487,5583,15586300,S1649,668,S0,Female,42,6,119644.37,1,0,0,91595.79,0
4488,9540,15774586,S1668,711,S0,Male,36,6,62397.41,2,0,0,130631.04,0
4489,8702,15804771,S2236,655,S0,Male,44,3,62397.41,1,1,1,81669.71,1
4490,9670,15802274,S39,717,S1,Female,51,4,136135.34,1,1,0,64539.08,1
4491,9920,15668818,S952,675,S0,Female,50,4,62397.41,2,0,1,95740.98,0
4492,1453,15749381,S269,641,S2,Female,32,5,130802.64,2,0,0,129599.5,1
4493,5471,15684960,S1843,676,S1,Male,43,3,87970.57,2,1,1,135697.74,0
4494,6604,15589924,S825,522,S0,Male,34,5,62397.41,2,0,0,122301.55,0
4495,6918,15795747,S2233,592,S1,Female,40,3,114196.46,1,1,0,133931.45,1
4496,205,15785819,S1299,613,S0,Male,57,5,122398.88,1,1,1,83190.0,0
4497,190,15771054,S2087,542,S0,Male,41,5,62397.41,2,1,0,127298.57,0
4498,6485,15605698,S103,649,S1,Female,49,6,120255.27,1,1,0,116807.25,1
4499,9430,15687765,S865,596,S2,Male,41,5,105505.26,1,1,1,68054.37,0
4500,5707,15657284,S2473,671,S0,Male,41,3,136814.43,1,1,0,133618.21,1
4501,3679,15567328,S1083,658,S0,Male,39,6,138219.17,1,0,1,61016.47,0
4502,7636,15742534,S1058,551,S0,Male,42,5,118006.5,1,0,1,115511.1,1
4503,6751,15592751,S1715,651,S0,Male,58,3,120983.14,1,1,0,108607.45,1
4504,631,15602084,S105,555,S2,Male,32,5,115042.98,1,1,0,129851.7,0
4505,7517,15809248,S1617,568,S1,Male,38,3,112148.66,1,1,1,81251.86,0
4506,829,15743545,S150,639,S0,Female,42,5,62397.41,2,1,0,123978.96,0
4507,6817,15806049,S1632,598,S2,Female,48,4,62397.41,2,1,0,82441.32,1
4508,8688,15687946,S1208,569,S0,Female,47,5,62397.41,2,1,1,79244.94,0
4509,692,15690330,S1456,577,S1,Male,44,3,112919.98,1,1,1,65764.49,1
4510,4170,15709994,S2433,651,S0,Male,40,5,130687.45,1,1,1,94571.46,0
4511,3540,15717164,S779,569,S2,Male,52,5,62397.41,2,1,0,122907.45,0
4512,3390,15576723,S1201,675,S0,Male,37,4,124780.83,1,1,0,126425.51,0
4513,6062,15814675,S887,612,S0,Female,44,6,62397.41,2,0,0,95265.25,0
4514,3227,15781495,S1718,518,S1,Male,52,7,119953.37,2,1,0,133047.22,1
4515,8467,15625824,S859,557,S2,Female,44,4,62397.41,2,0,1,120226.41,0
4516,7792,15600086,S359,630,S2,Male,33,5,143115.71,2,1,1,69579.01,0
4517,6743,15600110,S2184,582,S0,Male,38,5,128417.05,1,1,0,110731.16,0
4518,9595,15601026,S1208,590,S1,Male,39,4,106783.42,2,1,1,132990.59,0
4519,7735,15811236,S2350,645,S0,Male,42,4,62397.41,1,1,0,124663.1,0
4520,5049,15668695,S1298,624,S0,Female,39,3,146482.86,1,0,1,119281.11,0
4521,4618,15579787,S1784,653,S1,Male,39,6,130733.14,2,1,0,109240.57,0
4522,4412,15590676,S2521,705,S1,Female,49,5,117049.2,1,1,0,135927.63,1
4523,9817,15755825,S2297,665,S2,Female,52,5,62397.41,1,1,0,104117.37,1
4524,1429,15667632,S619,558,S1,Female,31,7,120571.01,1,0,0,76147.26,0
4525,9549,15648461,S2267,648,S1,Male,52,6,130686.7,2,0,0,80474.93,0
4526,4006,15598884,S1197,705,S2,Male,41,4,118704.45,1,1,1,136940.32,0
4527,1225,15652667,S1869,718,S0,Male,32,7,135841.82,1,1,1,95324.55,0
4528,4165,15804787,S1599,577,S0,Male,45,5,112569.93,1,1,1,73117.88,0
4529,2719,15645029,S1585,680,S0,Male,37,5,62397.41,2,0,1,118305.87,0
4530,802,15635502,S2006,609,S0,Male,42,5,134891.38,2,0,0,123349.39,1
4531,3170,15744914,S654,574,S0,Male,50,3,136315.79,1,1,0,108727.74,1
4532,6805,15739857,S1756,682,S0,Male,52,3,121975.24,1,1,1,107186.26,0
4533,6146,15784594,S1165,576,S0,Male,47,5,131181.88,1,1,0,77426.86,0
4534,1060,15796179,S1067,601,S0,Female,43,5,139859.95,2,1,0,132550.24,1
4535,5931,15756743,S2430,615,S0,Male,37,5,62397.41,2,0,1,57555.42,0
4536,1787,15814430,S430,653,S0,Male,39,5,126867.16,1,1,0,138700.97,0
4537,2187,15624677,S771,710,S0,Female,46,2,62397.41,1,0,1,64189.38,0
4538,1571,15637240,S2496,647,S0,Male,42,4,62397.41,2,1,0,137302.4,0
4539,3751,15667651,S340,636,S1,Male,41,4,129032.57,2,1,0,93340.07,0
4540,8770,15646521,S1652,753,S2,Male,66,7,97382.98,1,1,0,99106.2,1
4541,6355,15696733,S1523,595,S2,Male,55,6,105543.97,2,1,1,112286.87,0
4542,6639,15761506,S1425,675,S2,Male,42,5,62397.41,2,1,1,97628.69,0
4543,1827,15642063,S1680,647,S0,Female,42,3,62397.41,2,0,0,106403.08,0
4544,9173,15746902,S2191,624,S0,Female,45,5,150906.16,1,1,1,61087.82,0
4545,4963,15586880,S398,590,S2,Male,41,7,62397.41,2,1,1,134123.73,0
4546,2442,15684316,S263,645,S1,Female,34,4,118472.33,1,0,1,66874.76,0
4547,5432,15592846,S2137,665,S1,Female,35,5,125184.83,2,1,1,78886.25,0
4548,1257,15641595,S582,512,S1,Male,40,6,136170.41,2,1,1,58994.06,0
4549,9007,15600975,S1738,527,S0,Male,55,5,111310.29,1,0,1,90831.48,0
4550,3110,15585222,S1932,679,S0,Male,39,3,62397.41,2,1,1,111298.52,0
4551,3035,15746695,S1917,753,S2,Male,31,3,62397.41,2,1,1,61631.53,0
4552,9222,15576641,S427,614,S0,Male,41,5,62397.41,2,0,0,93522.34,0
4553,9645,15690898,S1165,615,S1,Female,40,5,105695.77,2,1,0,126953.37,1
4554,8031,15791216,S2522,607,S0,Female,60,3,125963.86,1,0,1,120200.47,0
4555,4724,15602280,S1624,716,S2,Male,36,4,85546.48,2,1,1,138142.32,0
4556,1234,15748231,S1900,619,S1,Male,49,3,115873.08,1,1,1,121524.17,1
4557,6833,15760446,S2342,685,S0,Female,42,5,62397.41,2,1,1,140051.23,0
4558,6919,15657342,S1340,572,S0,Male,42,6,125207.84,1,1,0,83090.0,0
4559,2336,15602735,S1815,605,S0,Male,34,5,62397.41,2,1,0,99348.61,0
4560,9456,15632345,S2297,706,S1,Male,52,6,120799.22,2,1,1,94351.39,0
4561,8530,15809817,S1818,664,S0,Female,37,4,134222.8,1,1,1,82215.22,0
4562,310,15577178,S392,694,S1,Male,40,5,111947.45,2,0,1,102599.85,0
4563,8052,15681758,S820,616,S0,Male,39,5,62397.41,2,1,1,101589.14,0
4564,4732,15795458,S1487,634,S0,Male,42,5,118835.88,1,1,0,122584.81,0
4565,1111,15691061,S1532,549,S1,Female,57,6,139854.76,2,1,0,100528.0,1
4566,5276,15628145,S1736,655,S0,Female,45,4,108927.88,2,0,0,87600.34,0
4567,8853,15769191,S2256,743,S2,Male,42,6,62397.41,2,1,1,85762.76,0
4568,4320,15606097,S1083,642,S0,Male,46,3,144402.78,1,0,1,64145.85,0
4569,8997,15698716,S2570,593,S0,Male,44,3,107172.86,1,1,0,67925.72,0
4570,4057,15663706,S323,651,S0,Male,39,4,133114.6,1,1,0,101512.72,0
4571,724,15647266,S773,571,S1,Male,53,5,126730.08,1,1,0,127776.65,1
4572,3840,15633043,S1159,539,S0,Male,39,6,62397.41,2,1,1,109988.74,0
4573,7426,15748936,S2452,753,S2,Male,60,5,62397.41,2,1,1,134091.85,0
4574,1489,15621893,S537,652,S0,Female,44,7,62397.41,1,1,0,114057.62,0
4575,2102,15589204,S2532,601,S1,Male,40,3,115345.12,2,1,1,112907.6,0
4576,5988,15584785,S2346,580,S0,Female,46,5,62397.41,2,1,1,90528.59,0
4577,7861,15583278,S1595,626,S0,Male,39,5,62397.41,2,0,1,100130.37,0
4578,9745,15676810,S770,696,S1,Female,46,5,128456.79,2,1,1,59003.0,1
4579,6666,15814237,S636,653,S2,Female,43,3,62397.41,3,0,0,137451.08,1
4580,9893,15776985,S2283,655,S0,Female,37,5,82961.87,1,1,0,111137.86,1
4581,8432,15589210,S2351,703,S2,Female,47,5,92857.13,1,1,1,133158.23,0
4582,4900,15583748,S2249,742,S2,Male,38,5,62397.41,1,1,1,76347.44,1
4583,4110,15745354,S1275,588,S2,Female,36,6,62397.41,2,1,0,77372.14,0
4584,6130,15805884,S1557,557,S0,Female,60,3,120054.39,1,0,1,67928.69,1
4585,4036,15737025,S39,640,S0,Female,39,3,136396.14,1,1,1,81482.46,0
4586,6479,15677522,S1263,507,S0,Female,42,5,62397.41,2,1,0,92429.02,0
4587,2356,15621644,S2249,543,S1,Female,44,5,103692.5,2,1,0,137292.14,0
4588,6443,15701200,S638,674,S0,Female,50,3,122764.88,1,0,1,135442.08,0
4589,774,15799966,S1392,628,S0,Male,41,5,124944.67,1,1,0,95107.57,0
4590,9029,15610643,S2016,671,S0,Female,36,7,106599.93,1,1,1,135063.96,0
4591,5128,15630349,S750,490,S0,Male,39,3,62397.41,2,1,1,98563.18,0
4592,4135,15764105,S1562,649,S0,Male,32,5,132766.08,1,0,1,70990.57,0
4593,5042,15751561,S2236,652,S2,Female,49,5,62397.41,1,1,0,71146.32,1
4594,763,15617790,S1104,558,S1,Male,32,6,134147.27,1,0,0,72060.06,0
4595,9299,15794266,S206,629,S0,Female,51,6,113932.56,1,1,1,138042.71,0
4596,2058,15610426,S2555,623,S2,Male,40,3,62397.41,2,1,0,127773.25,0
4597,2557,15706647,S1711,624,S1,Female,37,5,78580.18,1,0,1,117609.1,0
4598,3556,15631392,S750,606,S2,Female,35,4,110839.57,2,1,0,134591.35,0
4599,5934,15661433,S925,738,S0,Male,55,4,120340.95,1,1,0,117048.38,0
4600,1632,15714260,S1040,711,S0,Female,34,5,62397.41,2,0,0,88517.7,0
4601,1015,15614934,S1820,624,S0,Male,47,5,118605.75,1,1,0,86067.57,0
4602,2301,15680112,S1407,535,S0,Female,42,3,94108.43,1,1,1,77522.76,0
4603,7041,15571995,S677,729,S0,Female,47,5,62397.41,2,1,1,119596.15,0
4604,4859,15615828,S513,653,S0,Male,42,6,124002.45,1,1,1,72645.23,0
4605,7538,15651369,S1920,640,S0,Male,44,5,62397.41,2,1,0,120341.69,0
4606,3281,15721047,S1522,629,S1,Male,42,5,128617.67,1,1,0,94433.5,0
4607,1226,15779492,S81,668,S0,Female,37,5,62397.41,2,1,0,129881.61,0
4608,9314,15622658,S2321,676,S0,Female,38,5,62397.41,2,1,1,121254.56,0
4609,2501,15768574,S2470,644,S0,Female,42,3,147871.81,2,0,0,114828.66,1
4610,7480,15689633,S2468,624,S2,Female,38,5,122147.07,2,1,1,65645.07,0
4611,3438,15801559,S2508,653,S0,Female,49,5,62397.41,2,1,1,132978.96,0
4612,4231,15715769,S727,726,S0,Female,38,4,94445.42,1,1,0,124044.18,0
4613,5587,15614962,S2111,584,S1,Male,49,6,116636.77,2,1,1,84474.19,1
4614,6815,15574554,S1575,681,S1,Male,37,5,141704.39,2,0,0,133136.49,0
4615,409,15772650,S1596,669,S0,Male,52,4,113037.96,1,1,1,136866.78,0
4616,9290,15595640,S1062,662,S0,Female,44,3,114442.04,1,0,0,61643.42,1
4617,2041,15793688,S300,717,S0,Female,37,7,100343.89,1,1,0,66941.87,0
4618,4271,15755868,S649,753,S1,Male,59,4,133659.13,1,1,1,96625.28,0
4619,9445,15667460,S654,728,S0,Male,39,5,62397.41,2,1,1,90640.1,0
4620,5406,15573888,S1142,661,S0,Male,39,6,136537.22,1,1,0,138496.75,0
4621,7143,15640260,S252,564,S1,Male,39,6,134205.59,2,0,0,90543.32,0
4622,2944,15800268,S1147,671,S0,Male,42,4,62397.41,2,1,0,138100.28,0
4623,9503,15640922,S867,561,S0,Female,47,5,142121.54,1,1,0,108877.34,1
4624,7234,15724838,S155,697,S0,Male,47,3,118234.88,2,1,0,100059.67,0
4625,3506,15631070,S1848,616,S1,Male,36,5,132532.06,2,1,0,91762.38,0
4626,8261,15775709,S466,668,S1,Male,42,5,129127.44,2,1,1,82631.91,0
4627,3903,15591130,S894,677,S0,Female,36,3,136105.82,1,1,1,131221.14,0
4628,1387,15642248,S1363,639,S1,Female,52,6,117991.03,2,0,1,57989.9,1
4629,2079,15814092,S2495,582,S0,Male,44,6,62397.41,1,1,1,84594.84,0
4630,2303,15588933,S23,573,S1,Male,56,3,122731.99,1,1,0,113753.56,1
4631,1971,15790336,S2160,558,S1,Male,46,4,102828.19,2,0,1,62843.55,0
4632,982,15683124,S95,659,S0,Male,40,5,129288.32,1,1,0,85034.73,0
4633,8769,15572657,S428,692,S0,Male,42,4,62397.41,2,1,0,64684.29,0
4634,5120,15667093,S114,680,S0,Male,37,5,62397.41,2,1,1,135934.86,0
4635,4734,15610711,S223,587,S0,Female,34,6,62397.41,2,1,0,111403.32,0
4636,853,15633274,S824,615,S2,Male,36,5,62397.41,2,1,0,78488.04,0
4637,9334,15801920,S373,567,S1,Female,43,5,99889.99,3,1,1,93945.72,1
4638,1008,15788218,S655,699,S2,Female,46,5,129849.69,1,1,1,116982.46,0
4639,3229,15805212,S1822,753,S0,Female,41,5,62397.41,2,1,1,138319.6,0
4640,2120,15707968,S1441,607,S0,Female,39,6,62397.41,1,0,0,118183.26,1
4641,4315,15633378,S2176,680,S1,Female,50,4,107042.06,1,1,1,71859.51,1
4642,7111,15731815,S551,533,S1,Female,50,3,138416.52,2,1,1,128566.54,0
4643,9354,15608886,S339,634,S1,Female,50,6,111197.02,1,1,0,89282.97,1
4644,2175,15728010,S1885,609,S1,Male,46,4,106084.49,1,1,1,121263.72,0
4645,6595,15681755,S1811,541,S1,Female,39,4,115928.51,3,1,0,76824.34,1
4646,3681,15753248,S1763,579,S0,Male,45,4,116684.44,1,1,1,124423.57,0
4647,4137,15671124,S266,680,S1,Female,46,6,102163.85,1,0,0,57750.19,1
4648,2698,15771270,S1239,692,S1,Male,45,6,138711.51,2,1,0,86701.71,0
4649,5023,15803457,S2452,672,S2,Male,35,5,62397.41,2,1,0,119915.91,0
4650,9956,15740104,S567,652,S2,Female,37,3,62397.41,3,1,1,130834.55,1
4651,6822,15707634,S662,665,S2,Female,42,5,62397.41,2,1,1,104631.63,0
4652,2850,15650237,S1003,677,S0,Female,37,6,120057.58,2,1,1,99227.35,0
4653,1766,15613097,S965,607,S0,Female,32,5,132990.6,1,1,0,112322.08,0
4654,5722,15730759,S472,676,S1,Female,49,5,117917.07,2,1,1,91738.92,1
4655,2997,15795151,S797,702,S1,Female,39,3,135151.46,1,1,1,113800.29,0
4656,8449,15709917,S2194,647,S0,Female,50,4,165186.15,1,0,1,57831.06,1
4657,7251,15717138,S344,688,S1,Male,44,5,158098.58,2,1,1,116298.66,0
4658,9724,15735203,S1368,612,S1,Male,52,4,117673.6,1,0,0,133028.49,1
4659,8256,15641170,S2249,647,S0,Male,62,6,62397.41,2,1,1,77534.36,0
4660,8932,15607537,S775,688,S1,Female,47,2,122528.48,1,1,1,72074.33,1
4661,1820,15599535,S69,536,S2,Male,32,4,62397.41,2,1,0,89970.7,0
4662,9600,15761132,S868,563,S0,Male,41,5,62397.41,2,1,0,110535.44,0
4663,4622,15802220,S1600,585,S2,Male,40,5,117724.6,1,1,1,104162.18,0
4664,2054,15645371,S2115,594,S0,Male,36,5,62397.41,2,1,1,103690.76,0
4665,2430,15641183,S1082,584,S2,Female,42,6,129391.2,1,1,0,104748.79,0
4666,9251,15677020,S195,692,S0,Male,31,5,62397.41,2,0,1,102178.75,0
4667,7049,15570943,S1554,653,S0,Male,49,4,62397.41,2,1,1,130119.72,0
4668,6294,15734714,S483,643,S2,Female,36,5,62397.41,2,0,0,62635.91,0
4669,3683,15809347,S1765,668,S0,Male,52,5,62397.41,1,1,1,125410.41,0
4670,1314,15632789,S789,605,S2,Male,42,5,127390.99,1,1,1,68900.24,0
4671,2131,15736431,S1486,753,S2,Female,55,5,62397.41,1,0,0,130488.92,1
4672,9955,15631063,S2348,654,S1,Female,55,3,100744.76,1,1,0,75515.4,1
4673,6016,15717700,S201,566,S2,Female,41,5,105451.25,1,0,0,114776.26,0
4674,5577,15716085,S173,488,S0,Male,40,5,62397.41,2,1,1,95276.16,0
4675,9945,15793070,S714,560,S0,Female,31,5,107377.07,1,0,0,75757.42,0
4676,3436,15710527,S1865,739,S2,Male,35,6,130132.24,1,1,0,91230.71,0
4677,4584,15785024,S851,646,S0,Female,38,5,62397.41,2,1,1,89577.89,0
4678,5621,15752801,S2114,576,S0,Male,60,4,62397.41,2,1,0,102544.26,0
4679,2950,15607874,S2194,675,S0,Female,29,4,62397.41,2,1,1,117158.48,0
4680,162,15614520,S2542,715,S0,Female,44,5,62397.41,1,1,1,68380.9,0
4681,6430,15654654,S1783,600,S0,Female,44,3,62397.41,2,1,1,96259.88,0
4682,9292,15738063,S1297,613,S0,Female,38,5,147383.01,2,1,0,100450.63,0
4683,9804,15732334,S220,664,S1,Male,45,6,146175.01,2,1,1,81016.55,0
4684,1880,15775295,S2336,673,S2,Male,39,4,124612.14,2,1,1,118228.27,0
4685,7236,15666884,S669,699,S1,Male,45,5,112738.96,1,1,0,71733.55,1
4686,8308,15653776,S1557,624,S1,Male,39,6,103448.99,2,0,0,72354.93,0
4687,5369,15669611,S882,612,S2,Male,41,5,147495.26,1,1,0,76810.88,0
4688,5435,15796218,S480,576,S0,Female,34,6,130569.59,1,1,0,122551.85,1
4689,1190,15806901,S926,584,S0,Female,43,3,123979.2,2,1,0,95100.05,0
4690,5330,15725429,S930,635,S1,Female,35,6,139202.16,1,1,0,128330.6,0
4691,4467,15613326,S418,617,S0,Male,47,5,62397.41,4,0,0,107466.71,1
4692,7496,15667321,S2361,601,S0,Female,40,5,62397.41,2,1,0,70708.45,0
4693,558,15602994,S20,685,S2,Male,58,4,62397.41,1,1,1,79454.91,0
4694,7146,15713479,S1393,657,S0,Male,64,4,111505.18,1,1,1,83674.17,0
4695,721,15808566,S1988,693,S0,Male,49,4,62397.41,2,0,1,119892.79,0
4696,8012,15576131,S684,680,S0,Female,42,7,124575.86,2,1,0,130309.55,1
4697,4687,15648064,S1606,677,S1,Male,30,6,139469.62,1,1,1,126891.79,0
4698,789,15611759,S472,731,S2,Female,56,5,62397.41,3,0,0,74061.04,1
4699,8904,15607577,S875,733,S1,Female,67,6,130395.39,2,1,1,84592.1,0
4700,3428,15642787,S340,671,S1,Female,35,6,103861.59,2,0,0,74696.7,0
4701,6610,15783752,S2436,576,S0,Male,49,4,108812.19,1,1,1,126815.7,0
4702,8097,15699257,S1044,504,S0,Male,39,3,134933.21,1,1,0,105383.07,0
4703,3270,15728605,S1523,508,S1,Female,42,6,93298.96,1,1,1,128694.3,0
4704,5293,15578980,S1731,721,S2,Female,57,6,62397.41,2,0,0,108103.53,1
4705,59,15746190,S2437,566,S0,Male,36,5,62397.41,1,1,1,97802.17,0
4706,4109,15658258,S2513,664,S1,Female,48,4,120457.66,1,0,0,90036.5,1
4707,8320,15637753,S1714,552,S0,Female,44,5,62397.41,2,0,1,132620.56,0
4708,5233,15705050,S1500,667,S0,Female,44,3,140837.89,1,1,1,61758.71,0
4709,1892,15607330,S921,571,S1,Female,52,5,115523.99,1,0,1,133902.47,1
4710,2203,15681342,S1737,753,S2,Male,43,6,62397.41,2,1,1,73274.66,0
4711,1075,15813451,S829,609,S1,Female,35,7,115258.65,1,0,1,70192.42,1
4712,7447,15648881,S1490,566,S0,Male,32,3,62397.41,2,1,0,138072.42,0
4713,2514,15689514,S561,592,S1,Male,48,6,116604.04,1,1,0,116753.04,1
4714,1563,15739803,S337,703,S1,Male,39,5,120248.29,1,0,0,82090.71,1
4715,9198,15633840,S2213,591,S0,Male,61,3,62397.41,2,1,1,80335.42,0
4716,1058,15583073,S843,698,S2,Male,46,5,150723.4,1,1,1,124360.35,0
4717,9359,15655175,S2105,646,S0,Female,39,5,62397.41,2,1,0,71981.1,0
4718,8127,15583499,S2332,615,S0,Male,42,3,151393.75,2,1,1,98339.42,0
4719,5002,15790489,S771,634,S2,Female,44,5,118749.5,1,1,0,64967.5,0
4720,8084,15705001,S922,638,S2,Male,42,4,62397.41,2,1,0,115405.72,0
4721,4844,15790658,S695,741,S1,Female,44,6,101450.84,1,0,1,65806.8,0
4722,4875,15647099,S1393,633,S2,Male,42,4,188500.68,3,0,1,91952.15,1
4723,1077,15603203,S2582,714,S1,Male,32,3,122778.44,2,1,1,110813.12,0
4724,4368,15608328,S2055,526,S0,Female,35,5,62397.41,2,0,0,77965.52,0
4725,2608,15607269,S2499,678,S2,Female,42,4,62397.41,1,0,0,59445.66,0
4726,2893,15801277,S1089,615,S2,Male,34,6,62397.41,2,0,0,138840.36,0
4727,9182,15620276,S2122,667,S2,Male,32,5,62397.41,2,1,1,114525.65,0
4728,8871,15716218,S320,630,S1,Male,39,4,133965.26,1,1,1,62307.85,0
4729,3700,15738907,S1922,566,S0,Male,35,6,62397.41,1,1,0,125174.77,0
4730,5992,15777855,S395,654,S2,Female,60,3,62397.41,2,1,1,136760.94,0
4731,3738,15575430,S2039,635,S0,Female,46,5,132893.32,2,1,0,58684.92,0
4732,7241,15686974,S670,617,S0,Female,48,3,85954.84,4,1,0,70802.81,1
4733,2426,15761158,S1085,543,S0,Female,42,4,145995.44,2,0,1,67124.57,0
4734,6653,15703106,S2452,532,S2,Male,37,4,135406.3,1,0,1,105977.3,0
4735,7507,15807889,S1716,672,S0,Female,40,3,146797.76,1,1,0,75795.75,0
4736,9611,15761102,S704,690,S1,Male,42,3,127599.98,1,1,0,95450.93,0
4737,6985,15669064,S2160,648,S2,Female,40,6,122299.55,1,0,0,109012.07,0
4738,3273,15580579,S433,625,S1,Female,43,6,126863.88,1,1,0,83769.2,1
4739,646,15756301,S1862,658,S2,Female,55,4,62397.41,2,1,0,93477.65,0
4740,5129,15622461,S1398,718,S2,Female,35,5,62397.41,2,0,1,94350.79,0
4741,6802,15741197,S2311,571,S1,Female,33,5,126994.64,2,1,0,66303.89,0
4742,2440,15622834,S197,626,S0,Male,42,4,62397.41,2,1,1,91473.95,0
4743,111,15757535,S1701,730,S1,Female,36,5,115703.66,1,0,0,137377.28,1
4744,9145,15668270,S832,693,S1,Male,38,6,120492.55,2,0,1,100713.82,0
4745,2040,15740868,S1509,647,S2,Male,55,5,124700.62,1,1,1,83258.52,1
4746,4782,15660571,S541,608,S0,Female,44,4,124456.9,1,1,1,133660.2,0
4747,7215,15658889,S1087,532,S0,Female,40,5,116552.88,1,1,1,59189.91,0
4748,6343,15604314,S390,548,S0,Male,42,6,62397.41,1,1,0,100780.57,0
4749,9519,15724127,S952,676,S1,Male,37,3,143315.99,2,0,1,85060.12,0
4750,6376,15573242,S77,646,S0,Female,38,3,140634.96,1,1,0,99006.47,0
4751,9238,15633537,S2256,696,S0,Male,41,5,135201.15,1,0,0,113112.56,0
4752,6811,15738936,S263,660,S0,Male,40,5,62397.41,2,1,1,90823.45,0
4753,5506,15690733,S1603,661,S0,Female,43,6,62397.41,2,0,1,119499.16,0
4754,6615,15650026,S958,628,S0,Male,28,7,62397.41,2,0,1,79946.65,0
4755,5878,15613216,S1861,665,S0,Male,38,5,109887.02,1,1,1,119947.3,0
4756,8411,15809722,S2363,706,S0,Male,58,5,105567.15,1,1,0,89012.88,1
4757,2873,15651450,S673,653,S1,Male,34,6,135845.15,1,1,1,131990.25,0
4758,7471,15788494,S494,623,S0,Male,32,3,62397.41,2,0,1,126594.95,0
4759,9289,15619892,S2424,690,S0,Female,49,5,132719.54,4,0,1,112731.32,1
4760,3129,15717046,S404,621,S2,Male,36,3,62397.41,2,0,0,107297.29,0
4761,1727,15814209,S1091,668,S0,Male,61,4,62397.41,2,1,1,58870.55,0
4762,1686,15686302,S2455,505,S0,Female,52,4,115199.41,1,0,0,87516.61,0
4763,1834,15649359,S840,663,S0,Male,38,5,126623.2,4,0,0,135885.16,1
4764,1774,15620507,S290,553,S2,Female,38,5,62397.41,1,1,1,113962.22,1
4765,9830,15703588,S2122,706,S1,Male,46,6,103533.28,2,1,1,72772.51,0
4766,428,15779103,S652,603,S1,Female,34,5,149001.88,1,0,1,104865.13,0
4767,3411,15699309,S812,717,S0,Male,51,6,62397.41,4,1,1,140233.87,1
